Company,Origin,Ref,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,Latitude,Longitude
Danta,Los Ujuxtes,987,2012,70%,Guatemala,3.75, ,Guatemala,15.783471,-90.23075899999999
Danta,Sambirano,987,2012,70%,Guatemala,3.75,Trinitario,Madagascar,15.783471,-90.23075899999999
Danta,Las Acacias E.,987,2012,70%,Guatemala,4,Criollo,Guatemala,15.783471,-90.23075899999999
Danta,"Oscuro, Finca Chimelb",991,2012,70%,Guatemala,3.25, ,Guatemala,15.783471,-90.23075899999999
Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.5, ,Guatemala,15.783471,-90.23075899999999
Danta,Las Acacias E.,423,2009,75%,Guatemala,3,Criollo,Guatemala,15.783471,-90.23075899999999
Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Criollo,Guatemala,15.783471,-90.23075899999999
DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75, ,Venezuela,37.09024,-95.712891
DAR,Vietnam,1920,2016,72%,U.S.A.,3,Trinitario,Vietnam,37.09024,-95.712891
DAR,"DUO, batch 002",1920,2016,70%,U.S.A.,3.25, ,"Ecuador, Costa Rica",37.09024,-95.712891
Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25, ,Bolivia,37.09024,-95.712891
Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3,Trinitario,Madagascar,37.09024,-95.712891
Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25, ,Venezuela,37.09024,-95.712891
Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3, ,Tanzania,37.09024,-95.712891
Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25, ,Ecuador,37.09024,-95.712891
Davis,Ghana,1093,2013,70%,U.S.A.,2.5,Forastero,Ghana,37.09024,-95.712891
Davis,Rainforest,1093,2013,70%,U.S.A.,2.75, ,Dominican Republic,37.09024,-95.712891
Davis,Venezuela,1093,2013,70%,U.S.A.,2.75, ,Venezuela,37.09024,-95.712891
Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa,37.09024,-95.712891
De Mendes,"Nativo, Varzea",1462,2015,72%,Brazil,3.5, ,Brazil,-14.235004,-51.92528
De Mendes,"Selvagem, Jari",1462,2015,65%,Brazil,3.5, ,Brazil,-14.235004,-51.92528
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Forastero,Uganda,-30.559482,22.937506
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,South Africa,3, ,Madagascar,-30.559482,22.937506
Dean and Deluca (Belcolade),Madagascar,170,2007,66%,U.S.A.,2.5,Trinitario,Madagascar,37.09024,-95.712891
Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,U.S.A.,3, ,Costa Rica,37.09024,-95.712891
Dean and Deluca (Belcolade),Ecuador,175,2007,71%,U.S.A.,3, ,Ecuador,37.09024,-95.712891
Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3,Forastero,Ghana,37.09024,-95.712891
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,U.S.A.,3, ,Papua New Guinea,37.09024,-95.712891
Dean and Deluca (Belcolade),Peru,180,2007,64%,U.S.A.,3, ,Peru,37.09024,-95.712891
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,France,3, ,Papua New Guinea,46.227638,2.213749
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,France,3.75, ,Venezuela,46.227638,2.213749
Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.5, ,Tanzania,56.130366,-106.346771
DeVries,Bolivian,241,2008,80%,U.S.A.,2.75, ,Bolivia,37.09024,-95.712891
DeVries,Costa Rica,166,2007,77%,U.S.A.,3.5,Trinitario,Costa Rica,37.09024,-95.712891
DeVries,Dominican Republic,166,2007,77%,U.S.A.,3.5, ,Dominican Republic,37.09024,-95.712891
Dick Taylor,Lanquin Estate,1952,2017,70%,U.S.A.,3.75, ,Guatemala,37.09024,-95.712891
Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.5,Trinitario,Vietnam,37.09024,-95.712891
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,U.S.A.,3.75, ,Bolivia,37.09024,-95.712891
Dick Taylor,Elvesia,1235,2014,74%,U.S.A.,3.5, ,Dominican Republic,37.09024,-95.712891
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,U.S.A.,3.25, ,Ecuador,37.09024,-95.712891
Dick Taylor,Camino Verde,1193,2013,76%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75, ,Bolivia,37.09024,-95.712891
Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75,Trinitario,Belize,37.09024,-95.712891
Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75,Trinitario,Madagascar,37.09024,-95.712891
Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3,Trinitario,Madagascar,37.09024,-95.712891
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela,37.09024,-95.712891
Dick Taylor,La Red,769,2011,74%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25, ,Ecuador,37.09024,-95.712891
Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3, ,Venezuela,55.378051,-3.435973
Doble & Bignall,"Panama, Raven",1371,2014,72%,U.K.,3.25, ,Panama,55.378051,-3.435973
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25,Trinitario,Venezuela,55.378051,-3.435973
Doble & Bignall,Johe,1407,2014,72%,U.K.,3.5,"Criollo, Trinitario",Nicaragua,55.378051,-3.435973
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,U.S.A.,3.75, ,Hawaii,37.09024,-95.712891
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3,Forastero,West Africa,50.503887,4.469936
Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1.5, , ,50.503887,4.469936
Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75, ,Ecuador,41.87194,12.56738
Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela,41.87194,12.56738
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3,Criollo,Venezuela,41.87194,12.56738
Domori,Morogoro,863,2012,70%,Italy,3.5, ,Tanzania,41.87194,12.56738
Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela,41.87194,12.56738
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.5,Criollo,Venezuela,41.87194,12.56738
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3,Trinitario,Venezuela,41.87194,12.56738
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3,Trinitario,Venezuela,41.87194,12.56738
Domori,Teyuna,272,2008,70%,Italy,3, ,Colombia,41.87194,12.56738
Domori,Blend No. 1,272,2008,78%,Italy,3.5,Blend, ,41.87194,12.56738
Domori,Ilblend,272,2008,70%,Italy,3.75,Blend, ,41.87194,12.56738
Domori,Porcelana,111,2007,70%,Italy,4,Criollo (Porcelana),Venezuela,41.87194,12.56738
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela,41.87194,12.56738
Domori,Granella,135,2007,60%,Italy,3.25,Trinitario,Venezuela,41.87194,12.56738
Domori,Madagascar,135,2007,70%,Italy,3.5,Trinitario,Madagascar,41.87194,12.56738
Domori,Madagared,192,2007,70%,Italy,3.5,Criollo,Madagascar,41.87194,12.56738
Domori,"Java, Javablond",192,2007,70%,Italy,3.75,Criollo,Indonesia,41.87194,12.56738
Domori,Ecuador,192,2007,70%,Italy,4,Forastero (Arriba),Ecuador,41.87194,12.56738
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4,Criollo (Ocumare 67),Venezuela,41.87194,12.56738
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3,Trinitario,Venezuela,41.87194,12.56738
Domori,Apurimac,87,2006,70%,Italy,3.25,Trinitario,Peru,41.87194,12.56738
Domori,Carenero Superior,87,2006,70%,Italy,3.5,Trinitario,Venezuela,41.87194,12.56738
Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75,Trinitario,Grenada,55.378051,-3.435973
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.5,Trinitario,Venezuela,55.378051,-3.435973
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia,55.378051,-3.435973
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar,55.378051,-3.435973
Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4,Criollo,Guatemala,55.378051,-3.435973
Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3.5,Criollo,Nicaragua,55.378051,-3.435973
Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75,Criollo,Nicaragua,55.378051,-3.435973
Duffy's,Ocumare,923,2012,72%,U.K.,3.75, ,Venezuela,55.378051,-3.435973
Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75,Criollo,Honduras,55.378051,-3.435973
Duffy's,Dominican Republic,661,2011,65%,U.K.,3.5, ,Dominican Republic,55.378051,-3.435973
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3, ,Panama,55.378051,-3.435973
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25,Criollo,Nicaragua,55.378051,-3.435973
Duffy's,Ocumare,765,2011,71%,U.K.,3.5, ,Venezuela,55.378051,-3.435973
Duffy's,Panama,516,2010,70%,U.K.,3.5, ,Panama,55.378051,-3.435973
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,U.K.,3.75, ,Ecuador,55.378051,-3.435973
Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.5, ,Ecuador,55.378051,-3.435973
Duffy's,Star of Peru,523,2010,70%,U.K.,3.75, ,Peru,55.378051,-3.435973
Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Durand,Madagascar,841,2012,82%,France,2.75,Trinitario,Madagascar,46.227638,2.213749
Durci,"Maranon, Joya Rara",1626,2015,70%,U.S.A.,3.5,Forastero (Nacional),Peru,37.09024,-95.712891
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3.5,Trinitario,Venezuela,37.09024,-95.712891
Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25, ,Domincan Republic,37.09024,-95.712891
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25,Trinitario,Venezuela,37.09024,-95.712891
Durci,Corona Arriba,1630,2015,70%,U.S.A.,4, ,Ecuador,37.09024,-95.712891
East Van Roasters,Peru,1343,2014,70%,Canada,3.25, ,Peru,56.130366,-106.346771
East Van Roasters,Madagascar,1343,2014,70%,Canada,3.5,Trinitario,Madagascar,56.130366,-106.346771
East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75, ,Dominican Republic,56.130366,-106.346771
Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25, ,Colombia,56.130366,-106.346771
Eau de Rose,Arauca,1812,2016,70%,Canada,3.25, ,Colombia,56.130366,-106.346771
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,2.75,Forastero (Nacional),Peru,37.09024,-95.712891
Edelmond,Porcelana,1876,2016,68%,Germany,3,Criollo,Venezuela,51.165691,10.451526
El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,Bolivia,3.75, ,Bolivia,-16.290154,-63.58865299999999
El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75, ,Bolivia,-16.290154,-63.58865299999999
El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75, ,Venezuela,6.42375,-66.58973
El Rey,"Rio Caribe, Cariaco",439,2009,60.5%,Venezuela,2.75,Trinitario,Venezuela,6.42375,-66.58973
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3,Trinitario,Venezuela,6.42375,-66.58973
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5,Criollo,Venezuela,6.42375,-66.58973
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5,Criollo,Venezuela,6.42375,-66.58973
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3,Criollo,Venezuela,6.42375,-66.58973
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Criollo,Venezuela,6.42375,-66.58973
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75, ,St. Lucia,13.909444,-60.978893
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25, ,St. Lucia,13.909444,-60.978893
Emily's,Patanemo,1450,2015,79%,Japan,3, ,Venezuela,36.204824,138.252924
Emily's,Peru,1454,2015,78%,Japan,3.5,Criollo,Peru,36.204824,138.252924
ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3.25, ,Honduras,37.09024,-95.712891
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe,40.46366700000001,-3.74922
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25,Trinitario,Vietnam,46.227638,2.213749
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3,Trinitario,Vietnam,46.227638,2.213749
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25,Trinitario,Vietnam,46.227638,2.213749
Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75,Trinitario,Venezuela,37.09024,-95.712891
Escazu,Guapiles,414,2009,65%,U.S.A.,2, ,Costa Rica,37.09024,-95.712891
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.5,Criollo,Venezuela,37.09024,-95.712891
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,2.75, ,"Cost Rica, Ven",37.09024,-95.712891
Escazu,Ocumare,252,2008,72%,U.S.A.,3,Criollo,Venezuela,37.09024,-95.712891
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2.5, ,"Peru, Madagascar",37.09024,-95.712891
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.5,Trinitario,Trinidad,37.09024,-95.712891
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela,37.09024,-95.712891
Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,2.75, , ,37.09024,-95.712891
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.5, ,"Venezuela, Trinidad",37.09024,-95.712891
Ethereal,Belize,1275,2014,80%,U.S.A.,3,Trinitario,Belize,37.09024,-95.712891
Ethereal,Ecuador,1275,2014,80%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Ethereal,Dominican Republic,1275,2014,80%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,2.75, ,Brazil,37.09024,-95.712891
Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3, ,Jamaica,39.39987199999999,-8.224454
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.5, ,Venezuela,39.39987199999999,-8.224454
Feitoria Cacao,Maya Mountain,1736,2016,76%,Portugal,2.75,Trinitario,Belize,39.39987199999999,-8.224454
Felchlin,Grenada,494,2010,58%,Switzerland,3.5,Trinitario,Grenada,46.818188,8.227511999999999
Felchlin,Supremo- SF,105,2006,62%,Switzerland,2, , ,46.818188,8.227511999999999
Felchlin,Elvesia P.,105,2006,74%,Switzerland,3,"Trinitario, Criollo",Dominican Republic,46.818188,8.227511999999999
Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3,Criollo,Madagascar,46.818188,8.227511999999999
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3,Criollo,Venezuela,46.818188,8.227511999999999
Felchlin,Arriba,48,2006,72%,Switzerland,3.5,Forastero (Arriba),Ecuador,46.818188,8.227511999999999
Felchlin,"Alto Beni, Cru Savage",56,2006,68%,Switzerland,4,Criollo (Wild),Bolivia,46.818188,8.227511999999999
Finca,Puerto Rico,1283,2014,65%,U.S.A.,2.25, ,Puerto Rico,37.09024,-95.712891
Finca,Dominican Republic,1283,2014,80%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Finca,Dominican Republic,1283,2014,70%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Finca,Dominican Republic,1287,2014,85%,U.S.A.,2.5, ,Dominican Republic,37.09024,-95.712891
Forever Cacao,Rio Eni,1267,2014,72%,U.K.,2.75,Criollo,Peru,55.378051,-3.435973
Forteza (Cortes),Dominican Republic,1776,2016,70%,Puerto Rico,2.75, ,Domincan Republic,18.220833,-66.590149
Forteza (Cortes),Puerto Rico,1776,2016,80%,Puerto Rico,2.75, ,Domincan Republic,18.220833,-66.590149
Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,Singapore,2.75, ,Madagascar,1.352083,103.819836
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75%,Singapore,3.5, ,Ecuador,1.352083,103.819836
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,Singapore,3.75,Trinitario,Tanzania,1.352083,103.819836
Franceschi,Choroni,1355,2014,70%,Venezuela,3.5, ,Venezuela,6.42375,-66.58973
Franceschi,Ocumare,1355,2014,70%,Venezuela,3.75, ,Venezuela,6.42375,-66.58973
Franceschi,Canoabo,911,2012,70%,Venezuela,3.75, ,Venezuela,6.42375,-66.58973
Franceschi,Sur del Lago,915,2012,60%,Venezuela,3.5, ,Venezuela,6.42375,-66.58973
Frederic Blondeel,Costa Rica,1538,2015,70%,Belgium,3.5, ,Costa Rica,50.503887,4.469936
Frederic Blondeel,Peru Brutus,1538,2015,75%,Belgium,3.5, ,Peru,50.503887,4.469936
Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3,Trinitario,Vietnam,50.503887,4.469936
Frederic Blondeel,Ghana,1351,2014,60%,Belgium,3.5,Forastero,Ghana,50.503887,4.469936
Frederic Blondeel,Madagascar,1351,2014,65%,Belgium,3.5,Trinitario,Madagascar,50.503887,4.469936
French Broad,"Norandino, batch 161208",1940,2017,70%,U.S.A.,3.5, ,Peru,37.09024,-95.712891
French Broad,Guatemala,1634,2015,73%,U.S.A.,3.5, ,Guatemala,37.09024,-95.712891
French Broad,San Andres,1209,2014,80%,U.S.A.,3, ,Costa Rica,37.09024,-95.712891
French Broad,Matagalpa,1295,2014,68%,U.S.A.,3.25, ,Nicaragua,37.09024,-95.712891
French Broad,"Palo Blanco, Chulucanas",1042,2013,66%,U.S.A.,3.5, ,Peru,37.09024,-95.712891
French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2.5,Criollo,Peru,37.09024,-95.712891
French Broad,"Palo Blanco, Chulucanas",883,2012,61%,U.S.A.,3.5, ,Peru,37.09024,-95.712891
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81%,U.S.A.,2, ,Peru,37.09024,-95.712891
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70%,U.S.A.,3.5,Forastero (Nacional),Peru,37.09024,-95.712891
French Broad,La Red,785,2011,65%,U.S.A.,3.5, ,Dominican Republic,37.09024,-95.712891
Fresco,"Maranon, #228, MR, SC",1383,2014,70%,U.S.A.,3,Forastero (Nacional),Peru,37.09024,-95.712891
Fresco,"Maranon, #227, LR, MC",1383,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,37.09024,-95.712891
Fresco,"Maranon, #229, MR, LC",1383,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,37.09024,-95.712891
Fresco,"Maranon, #230, DR, LC",1387,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,37.09024,-95.712891
Fresco,"Conacado, #223, MR, SC",1030,2013,72%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Fresco,"Conacado, #224, MR, MC",1081,2013,72%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70%,U.S.A.,3.75, ,Peru,37.09024,-95.712891
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70%,U.S.A.,4,Trinitario,Peru,37.09024,-95.712891
Fresco,"Markham Valley, #219, LR, MC",899,2012,69%,U.S.A.,3.5, ,Papua New Guinea,37.09024,-95.712891
Fresco,"Markham Valley, #221, DR, MC",899,2012,69%,U.S.A.,3.5, ,Papua New Guinea,37.09024,-95.712891
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74%,U.S.A.,4,Trinitario,Madagascar,37.09024,-95.712891
Fresco,"Markham Valley, #220, MR, MC",927,2012,69%,U.S.A.,4,Trinitario,Papua New Guinea,37.09024,-95.712891
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69%,U.S.A.,3,Trinitario,Papua New Guinea,37.09024,-95.712891
Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,2.75,Forastero,Ghana,37.09024,-95.712891
Fresco,"Jamaica, #209, DR, SC",642,2011,70%,U.S.A.,3.25,Trinitario,Jamaica,37.09024,-95.712891
Fresco,"Conacado, #212, LR, SC",642,2011,72%,U.S.A.,3.5, ,Dominican Republic,37.09024,-95.712891
Fresco,"Jamaica, #210, DR, MC",642,2011,70%,U.S.A.,3.5,Trinitario,Jamaica,37.09024,-95.712891
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74%,U.S.A.,2.75,Trinitario,Madagascar,37.09024,-95.712891
Fresco,"Conacado, #213, DR, -C",682,2011,72%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74%,U.S.A.,3,Trinitario,Madagascar,37.09024,-95.712891
Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3.25,Trinitario,Venezuela,37.09024,-95.712891
Fresco,"Chuao, #217, DR, MC",745,2011,70%,U.S.A.,4,Trinitario,Venezuela,37.09024,-95.712891
Fresco,"Jamaica, #204, DR, SC",370,2009,80%,U.S.A.,2.75,Trinitario,Jamaica,37.09024,-95.712891
Fresco,"Jamaica, #206, DR, LC",370,2009,70%,U.S.A.,3,Trinitario,Jamaica,37.09024,-95.712891
Fresco,"Jamaica, #205, DR, MC",370,2009,70%,U.S.A.,3.25,Trinitario,Jamaica,37.09024,-95.712891
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3.5,Criollo,Venezuela,37.09024,-95.712891
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70%,Denmark,3.5, ,Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),La Dalia,1680,2015,60%,Denmark,3, ,Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),La Dalia,1680,2015,85%,Denmark,3.25, ,Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),La Dalia,1259,2014,70%,Denmark,3.5, ,Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70%,Denmark,3.25, ,Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70%,Denmark,3.5, ,Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Honduras,56.26392,9.501785
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70%,Denmark,3.75, ,Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua,56.26392,9.501785
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua,56.26392,9.501785
Fruition,"Wild Bolivian, Batch 2",1780,2016,74%,U.S.A.,3.75,Beniano,Bolivia,37.09024,-95.712891
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74%,U.S.A.,4,Amazon mix,Costa Rica,37.09024,-95.712891
Fruition,Gran Couva,1347,2014,70%,U.S.A.,3.75,Trinitario,Trinidad,37.09024,-95.712891
Fruition,Maranon,1359,2014,76%,U.S.A.,3,Forastero (Nacional),Peru,37.09024,-95.712891
Fruition,La Red,1046,2013,70%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Fruition,Camino Verde,1185,2013,75%,U.S.A.,3, ,Ecuador,37.09024,-95.712891
Fruition,Peru,863,2012,70%,U.S.A.,2.5, ,Peru,37.09024,-95.712891
Fruition,Signature Blend,753,2011,66%,U.S.A.,3.25,Trinitario,Costa Rica,37.09024,-95.712891
Fruition,Costa Rica,781,2011,70%,U.S.A.,3, ,Costa Rica,37.09024,-95.712891
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2.5,Blend,Hawaii,37.09024,-95.712891
Georgia Ramon,Akesson P.,1642,2015,65%,Germany,3.25,Trinitario,Madagascar,51.165691,10.451526
Georgia Ramon,ABOCFA Coop,1642,2015,70%,Germany,4,Forastero,Ghana,51.165691,10.451526
Georgia Ramon,Conacado Coop,1646,2015,70%,Germany,3.5,Trinitario,Domincan Republic,51.165691,10.451526
Georgia Ramon,Conacado Coop,1646,2015,80%,Germany,3.5,Trinitario,Domincan Republic,51.165691,10.451526
Georgia Ramon,Akesson P.,1646,2015,75%,Germany,3.5,Trinitario,Madagascar,51.165691,10.451526
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70%,U.S.A.,3.5, ,Belize,37.09024,-95.712891
Glennmade,Bahia,1672,2015,66%,U.S.A.,3,"Trinitario, Forastero",Brazil,37.09024,-95.712891
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77%,U.S.A.,2.75, ,Mexico,37.09024,-95.712891
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77%,U.S.A.,3.25, ,Nicaragua,37.09024,-95.712891
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77%,U.S.A.,3.25, ,Guatemala,37.09024,-95.712891
Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3,Trinitario,Vietnam,14.058324,108.277199
Green & Black's (ICAM),Dark,15,2006,70%,U.K.,2.5, , ,55.378051,-3.435973
Green Bean to Bar,Madagascar,1896,2016,70%,Japan,3.5, ,Madagascar,36.204824,138.252924
Grenada Chocolate Co.,Grenada,494,2010,82%,Grenada,3.25,Trinitario,Grenada,12.1165,-61.67899999999999
Grenada Chocolate Co.,Grenada,363,2009,60%,Grenada,2.75,Trinitario,Grenada,12.1165,-61.67899999999999
Grenada Chocolate Co.,Grenada,241,2008,71%,Grenada,2.5,Trinitario,Grenada,12.1165,-61.67899999999999
Guido Castagna,Arriba,355,2009,64%,Italy,3,Forastero (Arriba) ASS,Ecuador,41.87194,12.56738
Guido Castagna,Ghana,355,2009,64%,Italy,3,Forastero,Ghana,41.87194,12.56738
